version,1.3.0
info,team,Melbourne Stars
info,team,Hobart Hurricanes
info,gender,female
info,season,2019/20
info,date,2019/10/19
info,competition,Women's Big Bash League
info,match_number,4
info,venue,Junction Oval
info,city,Melbourne
info,toss_winner,Melbourne Stars
info,toss_decision,field
info,player_of_match,B Vakarewa
info,umpire,Greg Azzopardi
info,umpire,D Brigham
info,match_referee,Damien Herft
info,winner,Hobart Hurricanes
info,winner_runs,20
ball,1,0.1,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,0,0,"",""
ball,1,0.2,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,0,0,"",""
ball,1,0.3,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,0,0,"",""
ball,1,0.4,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,2,0,"",""
ball,1,0.5,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,0,0,"",""
ball,1,0.6,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,4,0,"",""
ball,1,1.1,Hobart Hurricanes,EG Fazackerley,S Daffara,EA Osborne,2,0,"",""
ball,1,1.2,Hobart Hurricanes,EG Fazackerley,S Daffara,EA Osborne,4,0,"",""
ball,1,1.3,Hobart Hurricanes,EG Fazackerley,S Daffara,EA Osborne,1,0,"",""
ball,1,1.4,Hobart Hurricanes,S Daffara,EG Fazackerley,EA Osborne,1,0,"",""
ball,1,1.5,Hobart Hurricanes,EG Fazackerley,S Daffara,EA Osborne,6,0,"",""
ball,1,1.6,Hobart Hurricanes,EG Fazackerley,S Daffara,EA Osborne,0,0,"",""
ball,1,2.1,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,0,0,"",""
ball,1,2.2,Hobart Hurricanes,S Daffara,EG Fazackerley,A Sutherland,0,0,bowled,S Daffara
ball,1,2.3,Hobart Hurricanes,HC Knight,EG Fazackerley,A Sutherland,4,0,"",""
ball,1,2.4,Hobart Hurricanes,HC Knight,EG Fazackerley,A Sutherland,1,0,"",""
ball,1,2.5,Hobart Hurricanes,EG Fazackerley,HC Knight,A Sutherland,4,0,"",""
ball,1,2.6,Hobart Hurricanes,EG Fazackerley,HC Knight,A Sutherland,0,0,"",""
ball,1,3.1,Hobart Hurricanes,HC Knight,EG Fazackerley,NM Hancock,0,0,"",""
ball,1,3.2,Hobart Hurricanes,HC Knight,EG Fazackerley,NM Hancock,0,0,"",""
ball,1,3.3,Hobart Hurricanes,HC Knight,EG Fazackerley,NM Hancock,0,0,"",""
ball,1,3.4,Hobart Hurricanes,HC Knight,EG Fazackerley,NM Hancock,0,0,"",""
ball,1,3.5,Hobart Hurricanes,HC Knight,EG Fazackerley,NM Hancock,0,0,"",""
