version,1.3.0
info,team,Adelaide Strikers
info,team,Hobart Hurricanes
info,gender,female
info,season,2018/19
info,date,2019/01/08
info,competition,Women's Big Bash League
info,match_number,48
info,venue,Karen Rolton Oval
info,city,Adelaide
info,toss_winner,Hobart Hurricanes
info,toss_decision,field
info,player_of_match,SFM Devine
info,umpire,Harry Singh
info,umpire,C Thomas
info,match_referee,John Biddiss
info,outcome,tie
info,eliminator,Adelaide Strikers
ball,1,0.1,Adelaide Strikers,SW Bates,SFM Devine,V Pyke,0,0,"",""
ball,1,0.2,Adelaide Strikers,SW Bates,SFM Devine,V Pyke,0,0,"",""
ball,1,0.3,Adelaide Strikers,SW Bates,SFM Devine,V Pyke,0,0,"",""
ball,1,0.4,Adelaide Strikers,SW Bates,SFM Devine,V Pyke,0,0,"",""
ball,1,0.5,Adelaide Strikers,SW Bates,SFM Devine,V Pyke,4,0,"",""
ball,1,0.6,Adelaide Strikers,SW Bates,SFM Devine,V Pyke,0,0,"",""
ball,1,1.1,Adelaide Strikers,SFM Devine,SW Bates,A Hartley,0,1,"",""
ball,1,1.2,Adelaide Strikers,SFM Devine,SW Bates,A Hartley,1,0,"",""
ball,1,1.3,Adelaide Strikers,SW Bates,SFM Devine,A Hartley,1,0,"",""
ball,1,1.4,Adelaide Strikers,SFM Devine,SW Bates,A Hartley,1,0,"",""
ball,1,1.5,Adelaide Strikers,SW Bates,SFM Devine,A Hartley,1,0,"",""
ball,1,1.6,Adelaide Strikers,SFM Devine,SW Bates,A Hartley,1,0,"",""
ball,1,1.7,Adelaide Strikers,SW Bates,SFM Devine,A Hartley,0,0,"",""
ball,1,2.1,Adelaide Strikers,SFM Devine,SW Bates,B Hepburn,6,0,"",""
ball,1,2.2,Adelaide Strikers,SFM Devine,SW Bates,B Hepburn,1,0,"",""
ball,1,2.3,Adelaide Strikers,SW Bates,SFM Devine,B Hepburn,0,0,"",""
ball,1,2.4,Adelaide Strikers,SW Bates,SFM Devine,B Hepburn,0,0,caught,SW Bates
ball,1,2.5,Adelaide Strikers,SFM Devine,TM McGrath,B Hepburn,0,0,"",""
ball,1,2.6,Adelaide Strikers,SFM Devine,TM McGrath,B Hepburn,1,0,"",""
ball,1,3.1,Adelaide Strikers,SFM Devine,TM McGrath,SK Moloney,0,0,"",""
ball,1,3.2,Adelaide Strikers,SFM Devine,TM McGrath,SK Moloney,4,0,"",""
ball,1,3.3,Adelaide Strikers,SFM Devine,TM McGrath,SK Moloney,1,0,"",""
ball,1,3.4,Adelaide Strikers,TM McGrath,SFM Devine,SK Moloney,0,1,"",""
ball,1,3.5,Adelaide Strikers,TM McGrath,SFM Devine,SK Moloney,0,0,"",""
ball,1,3.6,Adelaide Strikers,TM McGrath,SFM Devine,SK Moloney,0,0,"",""
ball,1,3.7,Adelaide Strikers,TM McGrath,SFM Devine,SK Moloney,0,0,"",""
ball,1,4.1,Adelaide Strikers,SFM Devine,TM McGrath,B Hepburn,1,0,"",""
ball,1,4.2,Adelaide Strikers,TM McGrath,SFM Devine,B Hepburn,0,0,"",""
ball,1,4.3,Adelaide Strikers,TM McGrath,SFM Devine,B Hepburn,0,0,"",""
ball,1,4.4,Adelaide Strikers,TM McGrath,SFM Devine,B Hepburn,1,0,"",""
ball,1,4.5,Adelaide Strikers,SFM Devine,TM McGrath,B Hepburn,0,0,"",""
ball,1,4.6,Adelaide Strikers,SFM Devine,TM McGrath,B Hepburn,0,0,"",""
ball,1,5.1,Adelaide Strikers,TM McGrath,SFM Devine,A Hartley,0,0,"",""
ball,1,5.2,Adelaide Strikers,TM McGrath,SFM Devine,A Hartley,0,0,"",""
ball,1,5.3,Adelaide Strikers,TM McGrath,SFM Devine,A Hartley,4,0,"",""
ball,1,5.4,Adelaide Strikers,TM McGrath,SFM Devine,A Hartley,0,0,"",""
ball,1,5.5,Adelaide Strikers,TM McGrath,SFM Devine,A Hartley,0,0,"",""
ball,1,5.6,Adelaide Strikers,TM McGrath,SFM Devine,A Hartley,1,0,"",""
ball,1,6.1,Adelaide Strikers,TM McGrath,SFM Devine,K Fryett,0,0,"",""
ball,1,6.2,Adelaide Strikers,TM McGrath,SFM Devine,K Fryett,1,0,"",""
ball,1,6.3,Adelaide Strikers,SFM Devine,TM McGrath,K Fryett,0,1,"",""
ball,1,6.4,Adelaide Strikers,SFM Devine,TM McGrath,K Fryett,4,0,"",""
ball,1,6.5,Adelaide Strikers,SFM Devine,TM McGrath,K Fryett,0,0,"",""
ball,1,6.6,Adelaide Strikers,SFM Devine,TM McGrath,K Fryett,4,1,"",""
ball,1,6.7,Adelaide Strikers,SFM Devine,TM McGrath,K Fryett,4,0,"",""
ball,1,6.8,Adelaide Strikers,SFM Devine,TM McGrath,K Fryett,1,0,"",""
ball,1,7.1,Adelaide Strikers,SFM Devine,TM McGrath,HC Knight,1,0,"",""
ball,1,7.2,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,0,0,"",""
ball,1,7.3,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,1,0,"",""
ball,1,7.4,Adelaide Strikers,SFM Devine,TM McGrath,HC Knight,4,0,"",""
ball,1,7.5,Adelaide Strikers,SFM Devine,TM McGrath,HC Knight,1,0,"",""
ball,1,7.6,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,1,0,"",""
ball,1,8.1,Adelaide Strikers,TM McGrath,SFM Devine,V Pyke,4,0,"",""
ball,1,8.2,Adelaide Strikers,TM McGrath,SFM Devine,V Pyke,0,0,"",""
ball,1,8.3,Adelaide Strikers,TM McGrath,SFM Devine,V Pyke,1,0,"",""
ball,1,8.4,Adelaide Strikers,SFM Devine,TM McGrath,V Pyke,1,0,"",""
ball,1,8.5,Adelaide Strikers,TM McGrath,SFM Devine,V Pyke,1,0,"",""
ball,1,8.6,Adelaide Strikers,SFM Devine,TM McGrath,V Pyke,2,0,"",""
ball,1,9.1,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,4,0,"",""
ball,1,9.2,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,0,0,"",""
ball,1,9.3,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,6,0,"",""
ball,1,9.4,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,0,0,"",""
ball,1,9.5,Adelaide Strikers,TM McGrath,SFM Devine,HC Knight,4,0,"",""
